HOUSEID,NAME,PRICE,ROOMS,BATHROOMS,SIZE,TYPE,SALE,LOCATION,YEAR,URL,PERMALINK
52651499,Casa en Aldama Tetlan,1450000,4,2,174,HOUSE,SALE,ALDAMA TETLAN,2017,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/propiedades/casa-en-aldama-tetlan-52651499.html
52657668,"Departamento en renta Providencia, Torre Ontario ",35000,3,4,300,APARTMENT,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/propiedades/departamento-en-renta-providencia-torre-ontario-52657668.html
52658781,Residencia NUEVA en Colonia Independencia,5000000,4,2,344,HOUSE,SALE,INDEPENDENCIA,2017,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/propiedades/residencia-nueva-en-colonia-independencia-52658781.html
52684196,RENTA HORIZONTES CHAPULTEPEC 3 HABITACIONES IMPECABLE,19500,3,2,150,APARTMENT,RENT,AMERICANA,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171112133217/http://www.inmuebles24.com/propiedades/renta-horizontes-chapultepec-3-habitaciones-impecable-52684196.html
52714573,3 Recamaras Por Glorieta del Charro ,7000,3,2,82,APARTMENT,RENT,SAN RAFAEL,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171112170105/http://www.inmuebles24.com/propiedades/3-recamaras-por-glorieta-del-charro-52714573.html
52744785,"Excelente propiedad  Precio de  REMATE , ideal escuela, oficina.",2645000,5,2,360,HOUSE,SALE,SAN ANTONIO,2017,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/propiedades/excelente-propiedad-precio-de-remate-ideal-escuela-52744785.html
52754241,PROPIEDAD EN QUINTA VELARDE CENTRICA,1600000,3,,157,HOUSE,SALE,QUINTA VELARDE,2017,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/propiedades/propiedad-en-quinta-velarde-centrica-52754241.html
52762720,RENTA DEPARTAMENTO AMUEBLADO SEMI NUEVO EN URBAN LIFE,18500,2,2,90,APARTMENT,RENT,VILLAS DEL COUNTRY,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171112170105/http://www.inmuebles24.com/propiedades/renta-departamento-amueblado-semi-nuevo-en-urban-life-52762720.html
52773827,Excelente Departamento Av. La Paz.,17000,2,2,160,HOUSE,RENT,AMERICANA,2017,https://web.archive.org/web/20171124091233/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171124091233/http://www.inmuebles24.com/propiedades/excelente-departamento-av-la-paz.-52773827.html
52791056,"Casa para oficina en renta en Arcos Vallarta, Guadalajara",35000,6,,250,HOUSE,RENT,ARCOS VALLARTA,2017,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/propiedades/casa-para-oficina-en-renta-en-arcos-vallarta-52791056.html
52802294,COLOMOS PROVIDENCIA DESNIVELES 4 RECAMARAS 3.5 BAÑOS 4 ESTACIONAMIENTOS,32000,4,3,829,HOUSE,RENT,COLOMOS PROVIDENCIA,2017,https://web.archive.org/web/20171115030305/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171115030305/http://www.inmuebles24.com/propiedades/colomos-providencia-desniveles-4-recamaras-3.5-banos-4-52802294.html
52811714,"Casas en Venta Fraccionamiento Terralta en Tlaquepaque, Jalisco",920000,3,2,106,HOUSE,SALE,TERRALTA,2017,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/propiedades/casas-en-venta-fraccionamiento-terralta-en-52811714.html
52831326,"VENTA DE CASA  JARDINES DE LA PAZ, UNA PLANTA",2750000,6,2,360,HOUSE,SALE,JARDINES DE LA PAZ,2017,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/propiedades/venta-de-casa-jardines-de-la-paz-una-planta-52831326.html
52838184,"Casa en Venta, Col. Ladrón de Guevara $ 7,680,000.00",64000,4,4,267,HOUSE,RENT,LADRON DE GUEVARA,2017,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/propiedades/casa-en-venta-col.-ladron-de-guevara-$7-680-000.00-52838184.html
52852883,CASA EN RENTA EN GUADALAJARA CON USO DE SUELO COMERCIAL,42000,4,4,330,HOUSE,RENT,GUADALAJARA,2017,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/propiedades/casa-en-renta-en-guadalajara-con-uso-de-suelo-52852883.html
52855011,"APROVECHE SU FOVISSSTE AL CENTRO DE LA CIUDAD, NUEVOS, PRIVADOS, CENTRICOS",905000,2,2,63,APARTMENT,SALE,GUADALAJARA CENTRO,2017,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/departamentos-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/propiedades/aproveche-su-fovissste-al-centro-de-la-ciudad-nuevos-52855011.html
52859444,CASA PARA CORPORATIVO EN EL COUNTRY CLUB,6000,4,5,400,HOUSE,RENT,COUNTRY CLUB,2017,https://web.archive.org/web/20171115051725/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171115051725/http://www.inmuebles24.com/propiedades/casa-para-corporativo-en-el-country-club-52859444.html
52870483,"Hermoso departamento  3 recamaras en ""Cititower"" ",20300,3,2,150,APARTMENT,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/propiedades/hermoso-departamento-3-recamaras-en-cititower-52870483.html
52873000,Nuevo departamento en Centro Comercial Sania.,20700,3,2,149,APARTMENT,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/propiedades/nuevo-departamento-en-centro-comercial-sania.-52873000.html
52875396,"Casa en Venta,  Colonia Ladrón de Güevara $ 7'680,000.00",64000,4,4,267,HOUSE,RENT,LADRON DE GUEVARA,2017,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/propiedades/casa-en-venta-colonia-ladron-de-guevara-$7-680-000.00-52875396.html
52885125,Departamento de lujo en providencia,35000,3,4,267,APARTMENT,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/propiedades/departamento-de-lujo-en-providencia-52885125.html
52899466,"DEPARTAMENTO EN LA COLONIA AMERICANA, GUADALAJARA ",3660000,3,2,139,APARTMENT,SALE,AMERICANA,2017,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/departamentos-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/propiedades/departamento-en-la-colonia-americana-guadalajara-52899466.html
52901363,DEPARTAMENTO AMUEBLADO EN PROVIDENCIA,22000,3,3,180,APARTMENT,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/propiedades/departamento-amueblado-en-providencia-52901363.html
52905224,Casa o Oficina En Renta Y Venta  Por Topacio.,59900,4,3,793,HOUSE,RENT,RESIDENCIAL VICTORIA,2017,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/propiedades/casa-o-oficina-en-renta-y-venta-por-topacio.-52905224.html
52908887,Departamento en Venta y Renta en Zapopan Providencia,25000,2,3,136,APARTMENT,RENT,MONRAZ,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171112133217/http://www.inmuebles24.com/propiedades/departamento-en-venta-y-renta-en-zapopan-providencia-52908887.html
52908941,Departamento en Venta en Zapopan Providencia,28000,3,4,181,APARTMENT,RENT,MONRAZ,2017,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20171111020224/http://www.inmuebles24.com/propiedades/departamento-en-venta-en-zapopan-providencia-52908941.html
52915520,"PROVIDENCIA HERMOSO DEPARTAMENTO TORRES MALLORCA RENTA $25,000.00",25000,2,2,155,APARTMENT,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/propiedades/providencia-hermoso-departamento-torres-mallorca-renta-52915520.html
52915651,DEPARTAMENTOS PREVENTA EXCELENTE OPORTUNIDAD INVERSION FRIENDS AND FAMILY,1190000,2,2,72,APARTMENT,SALE,AMERICANA,2017,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/departamentos-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/propiedades/departamentos-preventa-excelente-oportunidad-inversion-52915651.html
52924482,Park Life Pabellón ,3500000,2,,83,APARTMENT,SALE,COLINAS DE SAN JAVIER,2017,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/departamentos-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/propiedades/park-life-pabellon-52924482.html
52931237," Colonia Americana, Espectacular Casa en Renta, Colegio, Universidad, Notarìa.",100000,5,,1200,HOUSE,RENT,AMERICANA,2017,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/propiedades/colonia-americana-espectacular-casa-en-renta-52931237.html
52931736,RENTA DEPARTAMENTO PROVIDENCIA ,28500,3,3,210,APARTMENT,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171113223119/http://www.inmuebles24.com/propiedades/renta-departamento-providencia-52931736.html
52956706,BALCONES DE OBLATOS,2774000,3,3,192,HOUSE,SALE,BALCONES DE OBLATOS,2017,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/propiedades/balcones-de-oblatos-52956706.html
52972179,CITITOWER piso 15 DEPARTAMENTO en VENTA (citi tower city),5290000,3,2,151,APARTMENT,SALE,LADRON DE GUEVARA,2017,https://web.archive.org/web/20171122062810/http://www.inmuebles24.com/departamentos-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171122062810/http://www.inmuebles24.com/propiedades/cititower-piso-15-departamento-en-venta-citi-tower-52972179.html
52976909,Tres Lagos Lifestyle,980000,2,2,70,APARTMENT,SALE,LOMAS INDEPENDENCIA,2017,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/departamentos-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/propiedades/tres-lagos-lifestyle-52976909.html
52980886,Casa en renta Col. Obrera,23000,4,3,250,HOUSE,RENT,OBRERA,2017,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/propiedades/casa-en-renta-col.-obrera-52980886.html
52980974,Departamento Hipodromo en Colomos Providencia ,30000,3,2,142,APARTMENT,RENT,COLOMOS PROVIDENCIA,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/propiedades/departamento-hipodromo-en-colomos-providencia-52980974.html
52999175,Departamento Amueblado,17500,3,,80,HOUSE,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/propiedades/departamento-amueblado-52999175.html
53002465,CASA EN UNIÓN EXCELENTE UBICACIÓN PARA ADECUAR A OFICINAS,35000,5,4,700,HOUSE,RENT,CHAPULTEPEC,2017,https://web.archive.org/web/20171115051725/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171115051725/http://www.inmuebles24.com/propiedades/casa-en-union-excelente-ubicacion-para-adecuar-a-53002465.html
53006021,Amplio departamento de Lujo en El country club,22500,3,3,200,APARTMENT,RENT,COUNTRY CLUB,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171112170105/http://www.inmuebles24.com/propiedades/amplio-departamento-de-lujo-en-el-country-club-53006021.html
53019984,"HERMOSO DEPARTAMENTO EN RENTA TOTALMENTE REMODELADO!!!!",14000,3,2,90,APARTMENT,RENT,MONRAZ,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-2.html,"https://web.archive.org/web/20171112170105/http://www.inmuebles24.com/propiedades/hermoso-departamento-en-renta-totalmente-remodelado!-53019984.html"
53029201,"Excelente Casa en Venta. Jardines de la Cuz. Gran Oportunidad!!!",2195000,5,2,188,HOUSE,SALE,JARDINES DE LA CRUZ,2017,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/propiedades/excelente-casa-en-venta.-jardines-de-la-cuz.-gran-53029201.html
53036823,TORRE SANIA PISO 9 Y 10 EXCELENTE VISTA,4200000,2,2,118,APARTMENT,SALE,VALLARTA SUR,2017,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/departamentos-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171119111028/http://www.inmuebles24.com/propiedades/torre-sania-piso-9-y-10-excelente-vista-53036823.html
53047767,Colonia Independencia Casa con 2 Departamentos en Venta,3997000,4,2,365,HOUSE,SALE,INDEPENDENCIA,2017,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/propiedades/colonia-independencia-casa-con-2-departamentos-en-53047767.html
53051390,"Casa en Venta, Ladrón de Guevara",7680000,4,4,267,HOUSE,SALE,LADRON DE GUEVARA,2017,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/propiedades/casa-en-venta-ladron-de-guevara-53051390.html
53057578,"Ubicadisima, 1 recamara en P.B. 4 en P.A.",1460000,4,,212,HOUSE,SALE,INDEPENDENCIA,2017,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/propiedades/ubicadisima-1-recamara-en-p.-b.-4-en-p.-a.-53057578.html
53059577,Casa Venta Coto Nuevo Residencial Mexicaltzingo a cuadra de Enrique Diaz de Leon,2490000,3,2,138,HOUSE,SALE,AMERICANA,2017,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/propiedades/casa-venta-coto-nuevo-residencial-mexicaltzingo-a-53059577.html
53068734,Hermosa Casa de Una Planta,28000,5,4,351,HOUSE,RENT,VALLARTA NORTE,2020,https://web.archive.org/web/20201202221017/https://www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20201202221017/https://www.inmuebles24.com/propiedades/hermosa-casa-de-una-planta-53068734.html
53070974,CASA EN VENTA EN COLONIA VALLE DEL ALAMO,1950000,3,2,97,HOUSE,SALE,VALLE DEL ALAMO,2017,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/propiedades/casa-en-venta-en-colonia-valle-del-alamo-53070974.html
53071749,PROPIEDAD CERCA BELISARIO DOMINGUEZ,2390000,6,4,300,HOUSE,SALE,ESPERANZA,2017,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/propiedades/propiedad-cerca-belisario-dominguez-53071749.html
53073881,"Departamento nuevo  en renta en el  Country, Guadalajara",22000,2,2,106,APARTMENT,RENT,COUNTRY CLUB,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171112170105/http://www.inmuebles24.com/propiedades/departamento-nuevo-en-renta-en-el-country-guadalajara-53073881.html
53080794,"Residencias en Venta ""Condominio Cumbres"" (cerca de Rio nilo y patria)",2195000,3,2,130,HOUSE,SALE,JARDINES DE LOS ESCRITORES,2017,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/propiedades/residencias-en-venta-condominio-cumbres-cerca-de-53080794.html
53081141,"CASA 5 RECAMARAS, (3REC EN PB) EN COLONIA SAN ANDRES LLAMA AL 3339562634",1290000,5,2,148,HOUSE,SALE,SAN ANDRES,2017,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171111053132/http://www.inmuebles24.com/propiedades/casa-5-recamaras-3rec-en-pb-en-colonia-san-andres-53081141.html
53086153,"Casa en Venta en Calle Bogota, Col Providencia",4900000,3,4,320,HOUSE,SALE,PROVIDENCIA 4A SECCION,2017,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171111133150/http://www.inmuebles24.com/propiedades/casa-en-venta-en-calle-bogota-col-providencia-53086153.html
53092790,Casa en Venta en Jardines del Bosque  (Dos Rec. en planta baja),4250000,3,3,278,HOUSE,SALE,JARDINES DEL BOSQUE,2017,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/propiedades/casa-en-venta-en-jardines-del-bosque-dos-rec.-en-53092790.html
53099104,"CASA COL. ANALCO/LAS CONCHAS, GUADALAJARA, JALISCO",1150000,2,,110,HOUSE,SALE,LA AURORA,2017,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/propiedades/casa-col.-analco-las-conchas-guadalajara-jalisco-53099104.html
53102750,Col.Providencia,37500,3,3,450,HOUSE,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/propiedades/col.-providencia-53102750.html
53129428,Casa en Venta en Jardines del Sur,1749000,3,3,130,HOUSE,SALE,JARDINES DEL SUR,2017,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/propiedades/casa-en-venta-en-jardines-del-sur-53129428.html
53189351,Casa en Renta en Providencia 3ra Secc,23000,3,4,465,HOUSE,RENT,GUADALAJARA,2017,https://web.archive.org/web/20171115051725/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171115051725/http://www.inmuebles24.com/propiedades/casa-en-renta-en-providencia-3ra-secc-53189351.html
53202948,Departamento en Cavalia,25000,2,2,150,APARTMENT,RENT,COUNTRY CLUB,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171113223119/http://www.inmuebles24.com/propiedades/departamento-en-cavalia-53202948.html
53204862,"Renta de Departamento Amueblado en CITITOWER, 3Recamaras. Av México, Guadalajara. Gym,Alberca",40000,3,2,200,APARTMENT,RENT,GUADALAJARA CENTRO,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171112133217/http://www.inmuebles24.com/propiedades/renta-de-departamento-amueblado-en-cititower-53204862.html
53223055,Casa Fracc. los olivos Residencial guadalajara jal. (s. vazquez),865337,3,2,90,HOUSE,SALE,LOS OBELISCOS,2017,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/propiedades/casa-fracc.-los-olivos-residencial-guadalajara-jal.-53223055.html
53229509,BOSQUES DE LA VICTORIA ,14000000,5,7,846,HOUSE,RENT,BOSQUES DE LA VICTORIA,2017,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/propiedades/bosques-de-la-victoria-53229509.html
53232470,COLOMOS PROVIDENCIA ,36000,3,3,557,HOUSE,RENT,PROVIDENCIA 4A SECCION,2017,https://web.archive.org/web/20171115030305/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171115030305/http://www.inmuebles24.com/propiedades/colomos-providencia-53232470.html
53238679,CASA ZONA JARDINES DEL BOSQUE IDEAL PARA OFICINA O CASA DE DESCANSO,35000,4,4,478,HOUSE,RENT,JARDINES DEL BOSQUE,2017,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/propiedades/casa-zona-jardines-del-bosque-ideal-para-oficina-o-53238679.html
53243463,Casa en Renta en Providencia,26000,9,4,335,HOUSE,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/propiedades/casa-en-renta-en-providencia-53243463.html
53247372,"SE RENTA DEPARTAMENTO EN TORRE MALLORCA, COLONIA PROVIDENCIA, GUADALAJARA.",27000,2,2,180,APARTMENT,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171112170105/http://www.inmuebles24.com/propiedades/se-renta-departamento-en-torre-mallorca-colonia-53247372.html
53249499,Renta Departamento 2 recámaras en Providencia,24000,2,3,136,APARTMENT,RENT,MONRAZ,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171112170105/http://www.inmuebles24.com/propiedades/renta-departamento-2-recamaras-en-providencia-53249499.html
53258706,CASA EN VENTA EN COLONIA 5 DE MAYO,890000,4,2,82,HOUSE,SALE,5 DE MAYO,2017,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171111024429/http://www.inmuebles24.com/propiedades/casa-en-venta-en-colonia-5-de-mayo-53258706.html
53266608, Col Moderna Casa/Oficina en Renta,17500,3,2,380,HOUSE,RENT,MODERNA,2017,https://web.archive.org/web/20171124091233/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-2.html,https://web.archive.org/web/20171124091233/http://www.inmuebles24.com/propiedades/col-moderna-casa-oficina-en-renta-53266608.html
53267888,Providencia DEPARTAMENTO,2100000,3,2,88,APARTMENT,SALE,PROVIDENCIA,2017,https://web.archive.org/web/20171122062810/http://www.inmuebles24.com/departamentos-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171122062810/http://www.inmuebles24.com/propiedades/providencia-departamento-53267888.html
53291755,departamento nuevo en Country Habitat ,18000,2,2,160,APARTMENT,RENT,COUNTRY CLUB,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171113223119/http://www.inmuebles24.com/propiedades/departamento-nuevo-en-country-habitat-53291755.html
53292259,Casa en renta en Providencia,17000,5,3,210,HOUSE,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/propiedades/casa-en-renta-en-providencia-53292259.html
53303655,Casa en Fracto. Autocinema,2350000,4,2,193,HOUSE,SALE,AUTOCINEMA,2017,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/propiedades/casa-en-fracto.-autocinema-53303655.html
53313245,PROVIDENCIA,13500,3,2,115,APARTMENT,RENT,PROVIDENCIA,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/propiedades/providencia-53313245.html
53329891,CASA EN VENTA EN RESIDENCIAL DE LA BARRANCA,1550000,3,2,143,HOUSE,SALE,GUADALAJARA,2017,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/casas-en-venta-en-guadalajara-pagina-5.html,https://web.archive.org/web/20171112015617/http://www.inmuebles24.com/propiedades/casa-en-venta-en-residencial-de-la-barranca-53329891.html
53334301,Casa en Renta en Fracc Bosques de la Victoria,17000,3,3,366,HOUSE,RENT,BOSQUES DE LA VICTORIA,2017,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/casas-en-renta-en-guadalajara-pagina-3.html,https://web.archive.org/web/20171115160106/http://www.inmuebles24.com/propiedades/casa-en-renta-en-fracc-bosques-de-la-victoria-53334301.html
